pair_id,logical_question_id,template_id,intervention_role,mitigation_action,temporal_mode,execution_count,all_result_rows_zero,result_equivalence_status,claim_scope
pair-034a52b9c43b9e5e341c5530,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-108be5906ce8d26e5b0c9b4e,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-10dfcc74c89294c690c15763,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-1b5d80fb57ed1585e68f9300,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-1bc45e1ceed1832fbf79f71f,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-2b5aa4b8f1538ca3f12bf40b,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-5332e6166d3e722023b99817,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-543a59047b573127a26cf720,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-5ad6a515f131ea40646afc36,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-7bb564eb7d2da9f47a10f413,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-7d08d3df8077891c7519db94,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-8046e8fec0dad373d9cb5ab4,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-8310b26d94bee7813f034331,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-b4d20e18a646f686cd6e6c03,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-c1a162696e676f7c1164acdd,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-c3c74063b6a5d33391da13b9,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-c947714dd1fa88de85b5ae3f,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-caa6465018fee3edb604e9a0,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-cea90d6adc638ef5fa395d3b,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-d1ab43b18fca091f918a3a35,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
pair-dd58a3c3bf4afc9aa8b881f3,top_tenants,gac_etl_top_tenants,negative_control,mitigate_remote_path_bundle,dynamic_current_date,6,True,exact_multiset,"collector, result-equivalence and no-work negative control; not evidence of a positive intervention effect"
