query_run_id,dataset_id,runtime_config_id,template_id,instance_id,severity_contract,severity_model_role,severity_score,severity_band,deployment_relative_intensity_score,wan_fetch_intensity_score,memory_spill_intensity_score,imbalance_intensity_score,capacity_intensity_score,corpus_relative_severity_score,sum_pressure_score,tail_pressure_score,capacity_relative_severity_score,timeout_relative_severity_score,severity_basis,execution_time_seconds,execution_time_corpus_percentile,hard_timeout_seconds,timeout_utilization_ratio,wan_output_rows,wan_output_bytes,wan_output_mb,wan_output_bytes_corpus_percentile,remote_region_tuple_bytes_sum,remote_region_tuple_bytes_corpus_percentile,regional_reduction_input_rows_proxy,regional_reduction_input_bytes_proxy,regional_reduction_input_mb_proxy,drf_rows_proxy,drf_bytes_proxy,temp_blocks_sum,temp_mb,temp_blocks_corpus_percentile,remote_region_rows_isf,remote_region_rows_isf_corpus_percentile,worker_task_scan_rows_isf,worker_task_scan_rows_isf_corpus_percentile,worker_task_within_region_scan_rows_isf_max,worker_task_within_region_scan_rows_isf_corpus_percentile,active_task_share,active_task_share_corpus_percentile,tasks_per_worker_ratio,tasks_per_worker_ratio_corpus_percentile,task_count_to_configured_region_shard_slots_ratio,task_count_to_configured_region_shard_slots_corpus_percentile,task_count_to_observed_region_shard_slots_ratio,task_count_to_observed_region_shard_slots_corpus_percentile
20260704T021650Z-clean-run-eu-us-gac-region-asymmetry--3bac889b763f--gion_global_user_join__lookback_days-30__limit_k-50,pilot-balanced-v1,default,gac_fdw_multiregion_global_user_join,asymmetry_mr_global_user_join__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_global_user_join__lookback_days-30__limit_k-50,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,1.0,critical,1.0,0.9045749633561659,1.0,0.3351111111111111,1.0,,1.0,0.3351111111111111,1.0,0.01847704,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",5.543112,,300.0,0.01847704,600000.0,19126272.0,18.240234375,,19126272.0,,600000.0,19126272.0,18.240234375,1.0,1.0,149049.0,1164.4453125,,1.0,,2.005333333333333,,2.005333333333333,,2.0,,32.0,,2.0,,2.0,
20260704T021714Z-clean-run-eu-us-gac-region-asymmetry--a9bb6af3e084--vent_filter_summary__lookback_days-1__min_value-900,pilot-balanced-v1,default,gac_fdw_multiregion_event_filter_summary,asymmetry_mr_event_filter_summary__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-1__min_value-900,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,0.9202699384213825,high,0.9202699384213825,0.9202699384213825,0.0,0.14624987313508578,0.543457015946535,,0.9202699384213825,0.14624987313508578,0.543457015946535,0.0012943433333333333,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",0.388303,,300.0,0.0012943433333333333,39935.0,638976.0,0.609375,,638976.0,,39935.0,638976.0,0.609375,1.0,1.0,0.0,0.0,,1.0130962814573683,,1.4199073494428447,,1.4387496194052574,,1.0,,16.0,,1.0,,1.0,
20260704T021730Z-clean-run-eu-us-gac-region-asymmetry--070dfdc21c67--lti_dimension_rollup__lookback_days-30__limit_k-100,pilot-balanced-v1,default,gac_fdw_multiregion_multi_dimension_rollup,asymmetry_mr_multi_dimension_rollup__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_multi_dimension_rollup__lookback_days-30__limit_k-100,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,1.0,critical,1.0,0.7559186416722582,1.0,0.34330011074197114,1.0,,1.0,0.34330011074197114,1.0,0.01424082,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",4.272246,,300.0,0.01424082,602000.0,17530880.0,16.71875,,17530880.0,,602000.0,17530880.0,16.71875,1.0,1.0,120253.0,939.4765625,,1.0,,2.0299003322259135,,2.0299003322259135,,2.03125,,32.5,,2.03125,,2.03125,
20260704T021750Z-clean-run-eu-us-gac-region-asymmetry--91b588442296--u_tenant_id-5__us_tenant_id-10800__lookback_days-30,pilot-balanced-v1,default,gac_fdw_multiregion_tenant_point_rollup,asymmetry_mr_tenant_point_control__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10800__lookback_days-30,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,0.4602055994052901,low,0.4602055994052901,0.4602055994052901,0.0,0.0,0.0,,0.4602055994052901,0.0,0.0,0.00035560333333333334,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",0.106681,,300.0,0.00035560333333333334,400.0,9600.0,0.0091552734375,,9600.0,,800.0,19200.0,0.018310546875,2.0,2.0,0.0,0.0,,1.0,,1.0,,1.0,,0.03125,,0.5,,0.03125,,0.03125,
20260704T021806Z-clean-run-eu-us-gac-region-asymmetry--14a824853ab9--rollup__lookback_days-30__min_value-500__limit_k-50,pilot-balanced-v1,default,gac_fdw_multiregion_daily_tenant_rollup,asymmetry_mr_daily_tenant_rollup__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-30__min_value-500__limit_k-50,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,1.0,critical,1.0,0.72039139270077,1.0,0.16685402280391845,0.543457015946535,,1.0,0.16685402280391845,0.543457015946535,0.004909823333333333,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",1.472947,,300.0,0.004909823333333333,199954.0,4798464.0,4.576171875,,4798464.0,,199954.0,4798464.0,4.576171875,1.0,1.0,4414.0,34.484375,,1.003450793682547,,1.4953839383058103,,1.5005620684117553,,1.0,,16.0,,1.0,,1.0,
20260704T021822Z-clean-run-eu-us-gac-region-asymmetry--d7841d999c4a--u_tenant_id-1__us_tenant_id-10800__lookback_days-30,pilot-balanced-v1,default,gac_fdw_multiregion_tenant_point_rollup,asymmetry_mr_tenant_point_control__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1__us_tenant_id-10800__lookback_days-30,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,0.4602055994052901,low,0.4602055994052901,0.4602055994052901,0.0,0.0,0.0,,0.4602055994052901,0.0,0.0,0.00035307333333333335,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",0.105922,,300.0,0.00035307333333333335,400.0,9600.0,0.0091552734375,,9600.0,,800.0,19200.0,0.018310546875,2.0,2.0,0.0,0.0,,1.0,,1.0,,1.0,,0.03125,,0.5,,0.03125,,0.03125,
20260704T021838Z-clean-run-eu-us-gac-region-asymmetry--44da9e682816--_tenant_id-800__us_tenant_id-10100__lookback_days-7,pilot-balanced-v1,default,gac_fdw_multiregion_tenant_point_rollup,asymmetry_mr_tenant_point_control__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-800__us_tenant_id-10100__lookback_days-7,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,0.4602055994052901,low,0.4602055994052901,0.4602055994052901,0.0,0.0,0.0,,0.4602055994052901,0.0,0.0,0.00035337666666666667,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",0.106013,,300.0,0.00035337666666666667,400.0,9600.0,0.0091552734375,,9600.0,,800.0,19200.0,0.018310546875,2.0,2.0,0.0,0.0,,1.0,,1.0,,1.0,,0.03125,,0.5,,0.03125,,0.03125,
20260704T021852Z-clean-run-eu-us-gac-region-asymmetry--3e0e26a4774c--eu_tenant_id-5__us_tenant_id-10005__lookback_days-7,pilot-balanced-v1,default,gac_fdw_multiregion_tenant_point_rollup,asymmetry_mr_tenant_point_control__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10005__lookback_days-7,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,0.4602055994052901,low,0.4602055994052901,0.4602055994052901,0.0,0.0,0.0,,0.4602055994052901,0.0,0.0,0.00035739,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",0.107217,,300.0,0.00035739,400.0,9600.0,0.0091552734375,,9600.0,,800.0,19200.0,0.018310546875,2.0,2.0,0.0,0.0,,1.0,,1.0,,1.0,,0.03125,,0.5,,0.03125,,0.03125,
20260704T021906Z-clean-run-eu-us-gac-region-asymmetry--afa8b901da6b--_tenant_id-100__us_tenant_id-10800__lookback_days-7,pilot-balanced-v1,default,gac_fdw_multiregion_tenant_point_rollup,asymmetry_mr_tenant_point_control__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-100__us_tenant_id-10800__lookback_days-7,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,0.4602055994052901,low,0.4602055994052901,0.4602055994052901,0.0,0.0,0.0,,0.4602055994052901,0.0,0.0,0.00034818666666666664,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",0.104456,,300.0,0.00034818666666666664,400.0,9600.0,0.0091552734375,,9600.0,,800.0,19200.0,0.018310546875,2.0,2.0,0.0,0.0,,1.0,,1.0,,1.0,,0.03125,,0.5,,0.03125,,0.03125,
20260704T021920Z-clean-run-eu-us-gac-region-asymmetry--048de8461803--eu_tenant_id-5__us_tenant_id-10001__lookback_days-7,pilot-balanced-v1,default,gac_fdw_multiregion_tenant_point_rollup,asymmetry_mr_tenant_point_control__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10001__lookback_days-7,deployment_relative_pressure_proxy_v2,posthoc_audit_not_clustering_input,0.4602055994052901,low,0.4602055994052901,0.4602055994052901,0.0,0.0,0.0,,0.4602055994052901,0.0,0.0,0.0003479066666666667,"wan_fetch_intensity,memory_spill_intensity,imbalance_intensity,capacity_intensity,timeout_utilization",0.104372,,300.0,0.0003479066666666667,400.0,9600.0,0.0091552734375,,9600.0,,800.0,19200.0,0.018310546875,2.0,2.0,0.0,0.0,,1.0,,1.0,,1.0,,0.03125,,0.5,,0.03125,,0.03125,
