memory_mode,episode_order,episode_id,query_id,normalized_sql_hash,query_shape,query_occurrence,planned_query_occurrences,topology_id,region_count,dataset_profile_id,profile,applicable_actions_json,applicability_source,baseline_elapsed_seconds,history_state_count_before,eligible_history_state_count_before,same_query_history_count_before,nearest_distance,coverage_threshold,distance_metric,decision_status,candidate_action,predicted_action,actual_best_action,top1_correct,regret_log2,candidate_top1_correct,candidate_regret_log2,evidence_gac_fanin_rows,evidence_gac_temp_blocks,evidence_remote_bytes,evidence_remote_boundary_wait_ms,evidence_remote_rtt_ms,evidence_cpu_busy_max_pct,predicted_gain__increase_gac_work_mem,predicted_gain__regional_topk_candidates,predicted_gain__mitigate_remote_path_bundle,actual_gain__increase_gac_work_mem,actual_gain__regional_topk_candidates,actual_gain__mitigate_remote_path_bundle,neighbor_evidence_json,exact_context_fields,exact_context_key,same_sql_history_count_before,decision_route
hierarchical_cold_start,1,q01_event_value_desc::run-1,q01_event_value_desc,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,event_value_desc,1,1,eu_us_gac,2,raw-small-balanced-v1,transport,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,1.223234,0,0,0,,1.9533554892194174,euclidean,cold_start_abstention,,,mitigate_remote_path_bundle,False,,False,,1389.0,9.0,100008.0,272.101,30.475,15.232,,,,0.03899101345170951,0.14844252594988105,2.4389637619025195,[],,,,cross_query_knn
hierarchical_cold_start,2,q02_event_value_asc::run-1,q02_event_value_asc,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,event_value_asc,1,2,eu_us_gac,2,raw-small-balanced-v1,memory,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,0.384738,1,1,0,1.5030665309169853,1.9533554892194174,euclidean,provisional_local_evidence,mitigate_remote_path_bundle,,mitigate_remote_path_bundle,False,,True,0.0,2685.0,19.0,193320.0,57.33400000000001,5.450000000000001,29.333,0.03899101345170951,0.14844252594988105,2.4389637619025195,0.1150579244177509,0.1636418321928228,0.9620528956614378,"[{""action_gains"":{""increase_gac_work_mem"":0.03899101345170951,""mitigate_remote_path_bundle"":2.4389637619025195,""regional_topk_candidates"":0.14844252594988105},""distance"":1.5030665309169853,""episode_id"":""q01_event_value_desc::run-1"",""normalized_sql_hash"":""ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5"",""query_id"":""q01_event_value_desc"",""topology_id"":""eu_us_gac"",""weight"":0.665306101975288}]",,,,cross_query_knn
hierarchical_cold_start,3,q02_event_value_asc::run-2,q02_event_value_asc,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,event_value_asc,2,2,eu_us_gac,2,raw-small-balanced-v1,memory,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,0.359615,2,1,1,,,,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,True,0.0,2685.0,19.0,193320.0,57.120000000000005,5.43,30.612,0.1150579244177509,0.1636418321928228,0.9620528956614378,-0.06634993237287812,0.012494467573901876,0.8193133052714852,"[{""action_gains"":{""increase_gac_work_mem"":0.1150579244177509,""mitigate_remote_path_bundle"":0.9620528956614378,""regional_topk_candidates"":0.1636418321928228},""episode_id"":""q02_event_value_asc::run-1"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""memory""],""normalized_sql_hash"":""5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7""}]","topology_id,region_count,dataset_profile_id,profile","[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""memory""]",1.0,exact_query_memory
hierarchical_cold_start,4,q03_event_recent::run-1,q03_event_recent,76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3,event_recent,1,3,eu_us_gac,2,raw-small-balanced-v1,balanced,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,0.95238,3,3,0,1.6088283226747702,1.9533554892194174,euclidean,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,True,0.0,9176.0,64.0,660672.0,340.35900000000004,15.475,20.161,0.0237986739975465,0.10068110496255471,1.3073199048091613,0.007447924678221887,0.04862128898718277,2.074180777894477,"[{""action_gains"":{""increase_gac_work_mem"":-0.06634993237287812,""mitigate_remote_path_bundle"":0.8193133052714852,""regional_topk_candidates"":0.012494467573901876},""distance"":1.6088283226747702,""episode_id"":""q02_event_value_asc::run-2"",""normalized_sql_hash"":""5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7"",""query_id"":""q02_event_value_asc"",""topology_id"":""eu_us_gac"",""weight"":0.6215699738350388},{""action_gains"":{""increase_gac_work_mem"":0.1150579244177509,""mitigate_remote_path_bundle"":0.9620528956614378,""regional_topk_candidates"":0.1636418321928228},""distance"":1.8454914029806242,""episode_id"":""q02_event_value_asc::run-1"",""normalized_sql_hash"":""5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7"",""query_id"":""q02_event_value_asc"",""topology_id"":""eu_us_gac"",""weight"":0.5418608054874225},{""action_gains"":{""increase_gac_work_mem"":0.03899101345170951,""mitigate_remote_path_bundle"":2.4389637619025195,""regional_topk_candidates"":0.14844252594988105},""distance"":2.307512946494401,""episode_id"":""q01_event_value_desc::run-1"",""normalized_sql_hash"":""ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5"",""query_id"":""q01_event_value_desc"",""topology_id"":""eu_us_gac"",""weight"":0.43336682819153066}]",,,,cross_query_knn
hierarchical_cold_start,5,q03_event_recent::run-2,q03_event_recent,76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3,event_recent,2,3,eu_us_gac,2,raw-small-balanced-v1,balanced,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,0.914675,4,1,1,,,,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,True,0.0,9176.0,64.0,660672.0,343.79200000000003,15.45,22.222,0.007447924678221887,0.04862128898718277,2.074180777894477,-0.10484478336280638,-0.014168272126714739,1.9117449342238146,"[{""action_gains"":{""increase_gac_work_mem"":0.007447924678221887,""mitigate_remote_path_bundle"":2.074180777894477,""regional_topk_candidates"":0.04862128898718277},""episode_id"":""q03_event_recent::run-1"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""balanced""],""normalized_sql_hash"":""76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3""}]","topology_id,region_count,dataset_profile_id,profile","[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""balanced""]",1.0,exact_query_memory
hierarchical_cold_start,6,q03_event_recent::run-3,q03_event_recent,76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3,event_recent,3,3,eu_us_gac,2,raw-small-balanced-v1,balanced,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,0.909577,5,2,2,,,,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,True,0.0,9176.0,64.0,660672.0,339.317,15.425,20.792,-0.048698429342292245,0.017226508430234017,1.9929628560591457,-0.0002791294905142102,-0.05854184552509057,1.9700639210944435,"[{""action_gains"":{""increase_gac_work_mem"":0.007447924678221887,""mitigate_remote_path_bundle"":2.074180777894477,""regional_topk_candidates"":0.04862128898718277},""episode_id"":""q03_event_recent::run-1"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""balanced""],""normalized_sql_hash"":""76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3""},{""action_gains"":{""increase_gac_work_mem"":-0.10484478336280638,""mitigate_remote_path_bundle"":1.9117449342238146,""regional_topk_candidates"":-0.014168272126714739},""episode_id"":""q03_event_recent::run-2"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""balanced""],""normalized_sql_hash"":""76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3""}]","topology_id,region_count,dataset_profile_id,profile","[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""balanced""]",2.0,exact_query_memory
hierarchical_cold_start,7,q04_event_oldest::run-1,q04_event_oldest,7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e,event_oldest,1,4,eu_us_gac,2,raw-small-balanced-v1,transport,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,2.74348,6,6,0,1.1513246307934586,1.9533554892194174,euclidean,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,True,0.0,18139.0,128.0,1306008.0,1757.7800000000002,30.475,10.561,-0.019451062675441663,0.01668725571096073,1.6871483145241724,0.009471846389996236,-0.014170552192466471,3.3080231360042722,"[{""action_gains"":{""increase_gac_work_mem"":-0.10484478336280638,""mitigate_remote_path_bundle"":1.9117449342238146,""regional_topk_candidates"":-0.014168272126714739},""distance"":1.1513246307934586,""episode_id"":""q03_event_recent::run-2"",""normalized_sql_hash"":""76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3"",""query_id"":""q03_event_recent"",""topology_id"":""eu_us_gac"",""weight"":0.8685640041825791},{""action_gains"":{""increase_gac_work_mem"":-0.0002791294905142102,""mitigate_remote_path_bundle"":1.9700639210944435,""regional_topk_candidates"":-0.05854184552509057},""distance"":1.215728652640998,""episode_id"":""q03_event_recent::run-3"",""normalized_sql_hash"":""76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3"",""query_id"":""q03_event_recent"",""topology_id"":""eu_us_gac"",""weight"":0.8225512948768204},{""action_gains"":{""increase_gac_work_mem"":0.007447924678221887,""mitigate_remote_path_bundle"":2.074180777894477,""regional_topk_candidates"":0.04862128898718277},""distance"":1.2358091539945262,""episode_id"":""q03_event_recent::run-1"",""normalized_sql_hash"":""76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3"",""query_id"":""q03_event_recent"",""topology_id"":""eu_us_gac"",""weight"":0.8091857772552574},{""action_gains"":{""increase_gac_work_mem"":-0.06634993237287812,""mitigate_remote_path_bundle"":0.8193133052714852,""regional_topk_candidates"":0.012494467573901876},""distance"":2.0619563268475436,""episode_id"":""q02_event_value_asc::run-2"",""normalized_sql_hash"":""5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7"",""query_id"":""q02_event_value_asc"",""topology_id"":""eu_us_gac"",""weight"":0.48497608897118444},{""action_gains"":{""increase_gac_work_mem"":0.1150579244177509,""mitigate_remote_path_bundle"":0.9620528956614378,""regional_topk_candidates"":0.1636418321928228},""distance"":2.2652774722915368,""episode_id"":""q02_event_value_asc::run-1"",""normalized_sql_hash"":""5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7"",""query_id"":""q02_event_value_asc"",""topology_id"":""eu_us_gac"",""weight"":0.4414468297084942}]",,,,cross_query_knn
hierarchical_cold_start,8,q04_event_oldest::run-2,q04_event_oldest,7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e,event_oldest,2,4,eu_us_gac,2,raw-small-balanced-v1,transport,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,2.744782,7,1,1,,,,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,True,0.0,18139.0,128.0,1306008.0,1762.1840000000002,30.475,10.299,0.009471846389996236,-0.014170552192466471,3.3080231360042722,0.010597884076713391,0.04428180665136214,3.3135646401821126,"[{""action_gains"":{""increase_gac_work_mem"":0.009471846389996236,""mitigate_remote_path_bundle"":3.3080231360042722,""regional_topk_candidates"":-0.014170552192466471},""episode_id"":""q04_event_oldest::run-1"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""],""normalized_sql_hash"":""7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e""}]","topology_id,region_count,dataset_profile_id,profile","[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""]",1.0,exact_query_memory
hierarchical_cold_start,9,q04_event_oldest::run-3,q04_event_oldest,7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e,event_oldest,3,4,eu_us_gac,2,raw-small-balanced-v1,transport,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,2.74473,8,2,2,,,,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,True,0.0,18139.0,128.0,1306008.0,1762.053,30.5,9.365,0.010034865233354813,0.015055627229447834,3.310793888093192,0.00923050823376807,0.036636261217529796,3.408545258460241,"[{""action_gains"":{""increase_gac_work_mem"":0.009471846389996236,""mitigate_remote_path_bundle"":3.3080231360042722,""regional_topk_candidates"":-0.014170552192466471},""episode_id"":""q04_event_oldest::run-1"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""],""normalized_sql_hash"":""7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e""},{""action_gains"":{""increase_gac_work_mem"":0.010597884076713391,""mitigate_remote_path_bundle"":3.3135646401821126,""regional_topk_candidates"":0.04428180665136214},""episode_id"":""q04_event_oldest::run-2"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""],""normalized_sql_hash"":""7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e""}]","topology_id,region_count,dataset_profile_id,profile","[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""]",2.0,exact_query_memory
hierarchical_cold_start,10,q04_event_oldest::run-4,q04_event_oldest,7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e,event_oldest,4,4,eu_us_gac,2,raw-small-balanced-v1,transport,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",explicit_panel_contract_and_result_equivalence,2.761324,9,3,3,,,,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,True,0.0,18139.0,128.0,1306008.0,1759.27,30.475,8.696,0.009471846389996236,0.036636261217529796,3.3135646401821126,0.013767650039746233,0.0523781778984862,3.288965909245521,"[{""action_gains"":{""increase_gac_work_mem"":0.009471846389996236,""mitigate_remote_path_bundle"":3.3080231360042722,""regional_topk_candidates"":-0.014170552192466471},""episode_id"":""q04_event_oldest::run-1"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""],""normalized_sql_hash"":""7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e""},{""action_gains"":{""increase_gac_work_mem"":0.010597884076713391,""mitigate_remote_path_bundle"":3.3135646401821126,""regional_topk_candidates"":0.04428180665136214},""episode_id"":""q04_event_oldest::run-2"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""],""normalized_sql_hash"":""7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e""},{""action_gains"":{""increase_gac_work_mem"":0.00923050823376807,""mitigate_remote_path_bundle"":3.408545258460241,""regional_topk_candidates"":0.036636261217529796},""episode_id"":""q04_event_oldest::run-3"",""exact_context_key"":[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""],""normalized_sql_hash"":""7ac514d1b6aff5b67e0ed359f81f5121c7bf970bcc0b492f338fd0abac46c36e""}]","topology_id,region_count,dataset_profile_id,profile","[""eu_us_gac"",""2"",""raw-small-balanced-v1"",""transport""]",3.0,exact_query_memory
