corpus_id,corpus_cell_id,logical_question_id,execution_strategy,template_id,dataset_profile_id,runtime_config_id,topology_id,intervention_role,intervention_axis,expected_regime_targets,execution_class
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_top_tenants__dataset-pilot-balanced-v1__runtime-default,top_tenants,multiregion_union,gac_fdw_multiregion_top_tenants,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"remote_fetch_heavy,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_top_tenants__dataset-pilot-region-imbalanced-v1__runtime-default,top_tenants,multiregion_union,gac_fdw_multiregion_top_tenants,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"remote_fetch_heavy,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_top_tenants__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,top_tenants,multiregion_union,gac_fdw_multiregion_top_tenants,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"remote_fetch_heavy,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_daily_tenant_rollup__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,gac_fdw_multiregion_daily_tenant_rollup,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_daily_tenant_rollup__dataset-pilot-region-imbalanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,gac_fdw_multiregion_daily_tenant_rollup,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_daily_tenant_rollup__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,daily_tenant_rollup,multiregion_union,gac_fdw_multiregion_daily_tenant_rollup,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_event_filter_summary__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,gac_fdw_multiregion_event_filter_summary,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,well_reduced_localized,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_event_filter_summary__dataset-pilot-region-imbalanced-v1__runtime-default,event_filter_summary,multiregion_union,gac_fdw_multiregion_event_filter_summary,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,well_reduced_localized,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_event_filter_summary__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,event_filter_summary,multiregion_union,gac_fdw_multiregion_event_filter_summary,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,well_reduced_localized,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_event_full_scan_summary__dataset-pilot-balanced-v1__runtime-default,event_full_scan_summary,multiregion_union,gac_fdw_multiregion_event_full_scan_summary,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"well_reduced_localized,remote_fetch_heavy",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_event_full_scan_summary__dataset-pilot-region-imbalanced-v1__runtime-default,event_full_scan_summary,multiregion_union,gac_fdw_multiregion_event_full_scan_summary,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"well_reduced_localized,remote_fetch_heavy",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_event_full_scan_summary__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,event_full_scan_summary,multiregion_union,gac_fdw_multiregion_event_full_scan_summary,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"well_reduced_localized,remote_fetch_heavy",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_raw_region_rollup__dataset-pilot-balanced-v1__runtime-default,event_full_scan_summary,multiregion_union,gac_fdw_multiregion_raw_region_rollup,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"remote_fetch_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_raw_region_rollup__dataset-pilot-region-imbalanced-v1__runtime-default,event_full_scan_summary,multiregion_union,gac_fdw_multiregion_raw_region_rollup,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"remote_fetch_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_raw_region_rollup__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,event_full_scan_summary,multiregion_union,gac_fdw_multiregion_raw_region_rollup,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"remote_fetch_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_raw_wide_sample__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,multiregion_union,gac_fdw_multiregion_event_raw_wide_sample,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,remote_fetch_heavy,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_raw_wide_sample__dataset-pilot-region-imbalanced-v1__runtime-default,event_raw_wide_sample,multiregion_union,gac_fdw_multiregion_event_raw_wide_sample,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,remote_fetch_heavy,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_raw_wide_sample__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,event_raw_wide_sample,multiregion_union,gac_fdw_multiregion_event_raw_wide_sample,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,remote_fetch_heavy,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_multi_dimension_rollup__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,multiregion_union,gac_fdw_multiregion_multi_dimension_rollup,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"join_movement,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_multi_dimension_rollup__dataset-pilot-region-imbalanced-v1__runtime-default,multi_dimension_rollup,multiregion_union,gac_fdw_multiregion_multi_dimension_rollup,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"join_movement,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_multi_dimension_rollup__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,multi_dimension_rollup,multiregion_union,gac_fdw_multiregion_multi_dimension_rollup,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"join_movement,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_user_segment_join__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,multiregion_union,gac_fdw_multiregion_user_segment_join,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,gac_finalization_heavy,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_user_segment_join__dataset-pilot-region-imbalanced-v1__runtime-default,user_segment_topk,multiregion_union,gac_fdw_multiregion_user_segment_join,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,gac_finalization_heavy,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_user_segment_join__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,user_segment_topk,multiregion_union,gac_fdw_multiregion_user_segment_join,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,gac_finalization_heavy,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_global_user_join__dataset-pilot-balanced-v1__runtime-default,global_user_topk,multiregion_union,gac_fdw_multiregion_global_user_join,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"join_movement,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_global_user_join__dataset-pilot-region-imbalanced-v1__runtime-default,global_user_topk,multiregion_union,gac_fdw_multiregion_global_user_join,pilot-region-imbalanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"join_movement,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_global_user_join__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,global_user_topk,multiregion_union,gac_fdw_multiregion_global_user_join,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,"join_movement,gac_finalization_heavy,skew_imbalance",pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_tenant_point_control__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,gac_fdw_multiregion_tenant_point_rollup,pilot-balanced-v1,default,eu_us_gac,negative_control,dataset_region_asymmetry,well_reduced_localized,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_tenant_point_control__dataset-pilot-region-imbalanced-v1__runtime-default,tenant_point_rollup,multiregion_union,gac_fdw_multiregion_tenant_point_rollup,pilot-region-imbalanced-v1,default,eu_us_gac,negative_control,dataset_region_asymmetry,well_reduced_localized,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_tenant_point_control__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-default,tenant_point_rollup,multiregion_union,gac_fdw_multiregion_tenant_point_rollup,pilot-region-local-skew-asymmetric-medium-v1,default,eu_us_gac,negative_control,dataset_region_asymmetry,well_reduced_localized,pilot
clean-run-eu-us-gac-region-asymmetry-v1,asymmetry_mr_tenant_tier_join__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,gac_fdw_multiregion_tenant_tier_join,pilot-balanced-v1,default,eu_us_gac,calibration,dataset_region_asymmetry,gac_finalization_heavy,pilot
